,QnA,topic,customer_question,agent_reply,choice,completion,prompt_original,prompt
65,"Customer: Could you give me further information?
Agent: Sure thing, I can tell you more.",continued conversation,Customer: Could you give me further information?,"Agent: Sure thing, I can tell you more.",4, 4 END,Customer: Could you give me further information?,"Insurer's question:
Customer: Could you give me further information?


Based on the customer question above, choose one choice below that best describe the question content. Classify between category 1 to 11.
Make choices based on provided facts, don't imply nor make up stuff.

Detailed Guidelines for how to choose:
    choose 1 if the question is about auto insurance premium.
    choose 2 if the question is about billing and payments.
    choose 3 if the question is about claims processing.
    choose 4 if the question is just a continuation of previous question.
    choose 5 if the question is about coverage options.
    choose 6 if the question is just the end conversation.
    choose 7 if the question is irrelevant of insurance.
    choose 8 if the question is about property insurance.    
Choose one correct number: 
"
66,Customer: What does my insurance policy cover?,coverage options,,"Your insurance policy documents detail what is covered, including limitations and exclusions. For specifics, refer to your policy or contact your insurance provider.",5, 5 END,,
67,Customer:When does my policy expire?,coverage options,,Your policy expires on [expiration date]. You'll receive a renewal notice prior to that date.,5, 5 END,,
68,Customer:How much am I covered for?,coverage options,Customer: how can I reniew the policy again.,You're covered for up to [coverage limit] for [specific coverage].,5, 5 END,Customer: how can I reniew the policy again.,"Insurer's question:
Customer: how can I reniew the policy again.


Based on the customer question above, choose one choice below that best describe the question content. Classify between category 1 to 11.
Make choices based on provided facts, don't imply nor make up stuff.

Detailed Guidelines for how to choose:
    choose 1 if the question is about auto insurance premium.
    choose 2 if the question is about billing and payments.
    choose 3 if the question is about claims processing.
    choose 4 if the question is just a continuation of previous question.
    choose 5 if the question is about coverage options.
    choose 6 if the question is just the end conversation.
    choose 7 if the question is irrelevant of insurance.
    choose 8 if the question is about property insurance.    
Choose one correct number: 
"
69,Can I add or remove coverage options?,coverage options,customer: Can I add or remove coverage options?,"Yes, you can add or remove coverage options. Please visit [website] or contact customer support for assistance.",5, 5 END,customer: Can I add or remove coverage options?,"Insurer's question:
customer: Can I add or remove coverage options?


Based on the customer question above, choose one choice below that best describe the question content. Classify between category 1 to 11.
Make choices based on provided facts, don't imply nor make up stuff.

Detailed Guidelines for how to choose:
    choose 1 if the question is about auto insurance premium.
    choose 2 if the question is about billing and payments.
    choose 3 if the question is about claims processing.
    choose 4 if the question is just a continuation of previous question.
    choose 5 if the question is about coverage options.
    choose 6 if the question is just the end conversation.
    choose 7 if the question is irrelevant of insurance.
    choose 8 if the question is about property insurance.    
Choose one correct number: 
"
70,How can I renew my policy?,coverage options,,Your policy will automatically renew unless you choose to make changes. You'll receive renewal instructions prior to the expiration date.,5, 5 END,,
71,What are the terms and conditions of my policy?,coverage options,,You can find the terms and conditions outlined in your policy documents. They're also available on our website.,5, 5 END,,
72,Can I transfer my insurance policy to another person?,coverage options,,"Insurance policies are generally non-transferable, but you may be able to assign benefits through a legal process called ""assignment,"" subject to approval.",5, 5 END,,
73,What happens if I sell my insured property or vehicle?,coverage options,,Notify us if you sell your insured property or vehicle to cancel or transfer coverage. The new owner will need their own insurance.,5, 5 END,,
74,How do I update my beneficiaries on my life insurance policy?,coverage options,,You can update beneficiaries on your life insurance policy by contacting us for a beneficiary change form.,5, 5 END,,
75,Can I pause my insurance coverage temporarily?,coverage options,,"Insurance coverage cannot usually be paused, but we can help adjust your coverage or payment plans to suit your needs.",5, 5 END,,
76,What should I do if I move to a different state or country?,coverage options,,Please inform us promptly when you move to update or change your coverage based on your new location.,5, 5 END,,
77,Are there any restrictions on coverage if I rent out my property?,coverage options,,Renting out your property may require additional coverage like landlord insurance. Contact us to ensure proper coverage.,5, 5 END,,
78,What steps should I take if I want to add a new driver to my policy?,coverage options,,Adding a new driver requires providing their details for adjustment to your policy and possibly changing your premium. Let us assist you with that.,5, 5 END,,
79,Can I switch to a different type of insurance policy mid-term?,coverage options,,Switching insurance types mid-term is subject to your policy terms. Feel free to reach out to us to explore the options available.,5, 5 END,,
80,How do I know if my policy covers a specific type of damage or loss?,coverage options,,Review your policy documents or contact us to understand specific types of damage or loss covered.,5, 5 END,,
81,What happens to my policy if I make significant renovations to my property?,coverage options,,Inform us of significant property renovations to adjust coverage and ensure protection against increased risks. We're here to help with that.,5, 5 END,,
82,How long do I have to report an incident and file a claim?,claims processing,,"You should report an incident and file a claim as soon as possible, typically within a few days to a week, but timelines may vary depending on your policy.",3, 3 END,,
83,What documents are typically required when filing a claim?,claims processing,,"When filing a claim, you may typically need documents such as a claim form, incident report, photos or videos of the damage, and any relevant receipts or estimates.",3, 3 END,,
84,Can I track the progress of my claim online?,claims processing,,"Some insurance companies offer online claim tracking, allowing you to monitor the progress of your claim in real-time through their website or mobile app.",3, 3 END,,
85,How are claims payouts determined?,claims processing,,"Claims payouts are determined based on various factors including the extent of damage or loss, your policy coverage limits, deductibles, and any applicable exclusions.",3, 3 END,,
86,What options do I have if my claim is denied?,claims processing,,"If your claim is denied, you can appeal the decision with your insurance company or seek assistance from a third-party mediator or legal counsel.",3, 3 END,,
87,Is there a time limit for filing a claim for severe weather?,claims processing,,"Time limits for severe weather claims vary depending on your policy and insurer, so check your policy documents or contact your insurer for specific information.",3, 3 END,,
88,Do I need to pay a deductible for every type of claim?,claims processing,,"Deductibles typically apply to each type of claim, but the amount may vary depending on your policy terms and the nature of the claim.",3, 3 END,,
89,How do I file a claim for medical expenses from an accident?,claims processing,,"To file a claim for medical expenses resulting from an accident, submit relevant medical records, bills, and receipts to your insurer along with a claim form.",3, 3 END,,
90,Can I file a claim for damages caused by vandalism/theft?,claims processing,,"Yes, you can typically file a claim for damages caused by vandalism or theft, providing evidence such as a police report and documentation of the damage or stolen items.",3, 3 END,,
91,What should I do if I'm involved in a hit-and-run accident?,claims processing,,"Report the incident to the police immediately, then notify your insurer to file a claim and follow their instructions for documentation and resolution.",3, 3 END,,
92,How do I file a claim?,claims processing,,"You can file a claim online through our website or app, or by contacting our claims department directly.",3, 3 END,,
93,What information do I need to provide for a claim?,claims processing,,You'll need to provide details such as [list required information] when filing a claim.,3, 3 END,,
94,What's the status of my claim?,claims processing,,You can check the status of your claim by logging into your account or contacting our claims department.,3, 3 END,,
95,How long does it take to process a claim?,claims processing,,Claim processing times vary depending on the complexity. We strive to process claims as quickly as possible.,3, 3 END,,
96,Can I track my claim online?,claims processing,,"Yes, you can track the progress of your claim online through your account dashboard.",3, 3 END,,
97,What do I do if my claim is denied?,claims processing,,"If your claim is denied, you'll receive a denial letter explaining the reasons. You can appeal the decision if necessary.",3, 3 END,,
98,"Are there penalties for late payments, and is there a grace period?",billing and payments,,Late payment penalties and grace periods vary depending on your policy. Please refer to your policy documents or contact us for specific information.,2, 2 END,,
99,Can I change the frequency of my insurance payments?,billing and payments,,"Yes, you may be able to change the frequency of your insurance payments. Please contact us to discuss available options.",2, 2 END,,
100,Do you offer options for paperless billing?,billing and payments,,"Yes, we offer options for paperless billing. You can sign up for paperless billing through our website or by contacting us directly.",2, 2 END,,
101,How can I obtain a copy of my billing statement?,billing and payments,,You can obtain a copy of your billing statement by logging into your account on our website or by contacting our customer service team.,2, 2 END,,
102,Can I sign up for automatic payments for my policy?,billing and payments,,"Yes, you can sign up for automatic payments for your policy. Contact us to set up automatic payments using your preferred payment method.",2, 2 END,,
103,What happens if my payment method is declined?,billing and payments,,"If your payment method is declined, we will typically attempt to notify you, and you may be subject to late payment penalties or policy cancellation.",2, 2 END,,
104,Are there any fees associated with making payments online or over the phone?,billing and payments,,Fees associated with online or phone payments vary depending on your policy and payment method. Please check your policy documents or contact us.,2, 2 END,,
105,Can I split my premium into multiple payments?,billing and payments,,"Yes, you may be able to split your premium into multiple payments. Contact us to discuss available payment options.",2, 2 END,,
106,How can I update my billing address or contact information?,billing and payments,,You can update your billing address or contact information by logging into your account on our website or by contacting our customer service team.,2, 2 END,,
107,Can I make a payment towards my premium in advance?,billing and payments,,"Yes, you can make a payment towards your premium in advance. Contact us to discuss the process and any applicable terms.",2, 2 END,,
108,How can I make a payment?,billing and payments,,"You can make a payment online through our website, via phone, or by mail.",2, 2 END,,
109,Can I set up automatic payments?,billing and payments,,"Yes, you can set up automatic payments for your convenience.",2, 2 END,,
110,What payment methods are accepted?,billing and payments,,"We accept payments via credit/debit cards, electronic fund transfer (EFT), and other methods.",2, 2 END,,
111,Why is my premium changing?,billing and payments,,Premiums may change due to factors such as [list reasons]. We'll notify you in advance of any changes.,2, 2 END,,
112,Can I update my billing information online?,billing and payments,,"Yes, you can update your billing information online through your account settings.",2, 2 END,,
113,What happens if I miss a payment?,billing and payments,,"If you miss a payment, there may be a grace period. After that, your policy may be subject to cancellation.",2, 2 END,,
114,Do you offer [specific type of coverage]?,coverage options,,"Yes, we offer [specific type of coverage]. Please contact us for more details.",5, 5 END,,
115,What discounts are available?,coverage options,,We offer various discounts such as [list available discounts]. Eligibility criteria apply.,5, 5 END,,
116,Can I adjust my coverage limits?,coverage options,,"Yes, you can adjust your coverage limits. Please contact customer support for assistance.",5, 5 END,,
117,Are there any policy add-ons available?,coverage options,,"Yes, we offer policy add-ons for additional coverage. Please inquire about our available options.",5, 5 END,,
118,How can I lower my premium?,coverage options,,You can lower your premium by [list ways to reduce premium].,5, 5 END,,
119,Is umbrella insurance necessary if I already have other policies?,coverage options,,"Umbrella insurance provides additional liability coverage beyond other policies; it can be beneficial for added protection, especially if you have significant assets.",5, 5 END,,
120,Can I customize my deductible amount?,coverage options,,"Yes, you may be able to customize your deductible amount depending on your policy and insurer. Contact us to discuss available options.",5, 5 END,,
121,Do you offer coverage for rental properties or vacation homes?,coverage options,,"Yes, we offer coverage for rental properties and vacation homes; contact us to discuss your specific needs and available options.",5, 5 END,,
122,What are the benefits of bundling multiple policies together?,coverage options,,"Bundling multiple policies can often lead to discounts, simplified management, and potentially broader coverage; contact us to explore bundling options.",5, 5 END,,
123,Do you provide coverage for high-value items such as jewellery or artwork?,coverage options,,"Yes, we offer coverage for high-value items like jewelry or artwork; consider adding scheduled personal property coverage to protect these items adequately.",5, 5 END,,
124,Can I add coverage for my home-based business?,coverage options,,"Yes, you can typically add coverage for your home-based business through an endorsement or separate policy; contact us to discuss your business insurance needs.",5, 5 END,,
125,Are there options for coverage against natural disasters like floods or earthquakes?,coverage options,,"Yes, you can often add coverage for natural disasters like floods or earthquakes as separate policies or endorsements; contact us to explore available options.",5, 5 END,,
126,Can I adjust my coverage limits throughout the policy term?,coverage options,,Coverage limits may be adjustable during the policy term depending on your insurer and policy terms; contact us to discuss any desired changes to your coverage.,5, 5 END,,
127,Is there coverage available for damage caused by sewer backups or sump pump failures?,coverage options,,"Yes, coverage for damage from sewer backups or sump pump failures may be available as an endorsement or separate policy; contact us to discuss your coverage needs.",5, 5 END,,
128,How do I ensure I have enough liability coverage for my assets?,coverage options,,Evaluate your assets and potential liabilities to determine appropriate coverage limits; consider umbrella insurance for additional protection; contact us for assistance.,5, 5 END,,
129,How do I reset my password for online account access?,coverage options,,You can typically reset your password through the online account portal by following the password reset instructions or by contacting customer support.,5, 5 END,,
130,Can I receive policy documents in languages other than English?,coverage options,,Some insurers may offer policy documents in languages other than English; contact us to inquire about language options available for your policy.,5, 5 END,,
131,What measures are in place to secure my personal information?,coverage options,,"Insurers implement various security measures to protect your personal information, including encryption, firewalls, and access controls.",5, 5 END,,
132,How can I unsubscribe from marketing communications?,coverage options,,You can typically unsubscribe from marketing communications through your account settings or by contacting customer support and requesting to opt-out.,5, 5 END,,
133,Is there a mobile app available for managing my policy?,coverage options,,Some insurers offer mobile apps for managing policies; check with your insurer or app store for availability and features.,5, 5 END,,
134,Can I update my email preferences for notifications?,coverage options,,"Yes, you can typically update your email preferences for notifications through your account settings or by contacting customer support.",5, 5 END,,
135,Can I change my communication preferences from email to mail?,coverage options,,You can often change your communication preferences from email to mail through your account settings or by contacting customer support.,5, 5 END,,
136,How can I access digital copies of my insurance cards?,coverage options,,You can typically access digital copies of your insurance cards through the insurer's mobile app or online account portal; check for the document section.,5, 5 END,,
137,What steps are involved in updating my vehicle information for accurate coverage?,coverage options,,"Updating vehicle information typically involves providing details such as make, model, and VIN through your online account or by contacting customer support.",5, 5 END,,
138,Are there tutorials available for navigating the online account portal?,coverage options,,Some insurers may provide tutorials or guides for navigating their online account portals; check the insurer's website or contact customer support for assistance.,5, 5 END,,
139,How do I access my policy documents?,coverage options,,You can access your policy documents online through your account dashboard.,5, 5 END,,
140,Can I make changes to my policy online?,coverage options,,"Yes, you can make changes to your policy online through your account settings.",5, 5 END,,
141,How do I update my contact information?,coverage options,,You can update your contact information online or by contacting customer support.,5, 5 END,,
142,What do I do if I lost my insurance card?,coverage options,,"If you've lost your insurance card, please contact us for a replacement.",5, 5 END,,
143,Can I add a new driver/property to my policy?,coverage options,,"Yes, you can add a new driver/property to your policy. Please contact customer support for assistance.",5, 5 END,,
144,How do I cancel my policy?,claims processing,,You can cancel your policy by contacting customer support. Please review the cancellation policy for any applicable fees.,3, 3 END,,
